eval_level,数据集划分,baseline_name,目标变量,预测天数,row_count,MAE,RMSE,sMAPE
target_variable_horizon,测试,weekday_horizon_mean,OT,13,107.0,14.116167713829169,14.325850593935241,1.1360337208197409
target_variable_horizon,测试,weekday_horizon_mean,OT,14,107.0,14.097047300986503,14.296526575970574,1.138478993273173
target_variable_horizon,测试,weighted_mean_last_4,HUFL,1,107.0,1.5212728710841117,1.9860998715683609,0.1003307403932921
target_variable_horizon,测试,weighted_mean_last_4,HUFL,2,107.0,1.5304094039626164,1.9660282971455556,0.10057925179332035
target_variable_horizon,测试,weighted_mean_last_4,HUFL,3,107.0,1.5599738388411217,1.9733820740277028,0.10245212088207195
target_variable_horizon,测试,weighted_mean_last_4,HUFL,4,107.0,1.52352525317757,1.92207338691571,0.10008696886556484
target_variable_horizon,测试,weighted_mean_last_4,HUFL,5,107.0,1.4329719571214956,1.861183830527592,0.09366114496605031
target_variable_horizon,测试,weighted_mean_last_4,HUFL,6,107.0,1.575981317719626,2.034137634257073,0.10258712101186652
target_variable_horizon,测试,weighted_mean_last_4,HUFL,7,107.0,1.619536459719626,2.041831100184911,0.10493187066341166
target_variable_horizon,测试,weighted_mean_last_4,HUFL,8,107.0,1.6922504772523366,2.094966617332879,0.10973462952996065
target_variable_horizon,测试,weighted_mean_last_4,HUFL,9,107.0,1.8444897722990654,2.272829988570576,0.11953979024046463
target_variable_horizon,测试,weighted_mean_last_4,HUFL,10,107.0,1.758467343626168,2.280131920990712,0.11384543335940216
target_variable_horizon,测试,weighted_mean_last_4,HUFL,11,107.0,1.8113402242990653,2.4157389689003788,0.11771784923471997
target_variable_horizon,测试,weighted_mean_last_4,HUFL,12,107.0,1.8325103288037383,2.5001854315978815,0.11887612443296679
target_variable_horizon,测试,weighted_mean_last_4,HUFL,13,107.0,1.9452991084859814,2.608020950052284,0.12711719654186715
target_variable_horizon,测试,weighted_mean_last_4,HUFL,14,107.0,2.0734916159626167,2.7477887150188387,0.13574674477359103
target_variable_horizon,测试,weighted_mean_last_4,HULL,1,107.0,0.9414523599271029,1.2336554081442836,0.18798179806456994
target_variable_horizon,测试,weighted_mean_last_4,HULL,2,107.0,1.014100962702804,1.3071333591587848,0.2048796388185296
target_variable_horizon,测试,weighted_mean_last_4,HULL,3,107.0,1.045801894246729,1.3452952168887171,0.21375455882474773
target_variable_horizon,测试,weighted_mean_last_4,HULL,4,107.0,1.0092766630373833,1.3190766941212875,0.20874366766637079
target_variable_horizon,测试,weighted_mean_last_4,HULL,5,107.0,0.9977738529831776,1.303412427146935,0.20747315051397547
target_variable_horizon,测试,weighted_mean_last_4,HULL,6,107.0,1.003635536411215,1.3133351765381531,0.21001904731066368
target_variable_horizon,测试,weighted_mean_last_4,HULL,7,107.0,1.0743495734168225,1.3787186924086519,0.2245202141491431
target_variable_horizon,测试,weighted_mean_last_4,HULL,8,107.0,1.1341477102560749,1.4359673246197464,0.23805362943007544
target_variable_horizon,测试,weighted_mean_last_4,HULL,9,107.0,1.1410860171214956,1.4442277443681504,0.23970084622458107
target_variable_horizon,测试,weighted_mean_last_4,HULL,10,107.0,1.1411906844485982,1.4303223565335443,0.2442331914878815
target_variable_horizon,测试,weighted_mean_last_4,HULL,11,107.0,1.1217813382654205,1.3971669969953522,0.2441716918741248
target_variable_horizon,测试,weighted_mean_last_4,HULL,12,107.0,1.0999906673850468,1.3877214717350848,0.2421864303643893
target_variable_horizon,测试,weighted_mean_last_4,HULL,13,107.0,1.0782299122018693,1.398090983266724,0.23976548788126686
target_variable_horizon,测试,weighted_mean_last_4,HULL,14,107.0,1.0996336513906542,1.4584336629024397,0.247206401876112
target_variable_horizon,测试,weighted_mean_last_4,LUFL,1,107.0,0.6272411339831775,0.8162399899242533,0.13044662038228544
target_variable_horizon,测试,weighted_mean_last_4,LUFL,2,107.0,0.5946635694056076,0.7910803070283579,0.12379453478659011
target_variable_horizon,测试,weighted_mean_last_4,LUFL,3,107.0,0.5769813173906542,0.7889333022046117,0.12097602006307118
target_variable_horizon,测试,weighted_mean_last_4,LUFL,4,107.0,0.632043004895327,0.829054056421634,0.13141209955852284
target_variable_horizon,测试,weighted_mean_last_4,LUFL,5,107.0,0.6059495486915886,0.7918583923144518,0.1269608397739784
target_variable_horizon,测试,weighted_mean_last_4,LUFL,6,107.0,0.6272280521327103,0.8196490233599328,0.1307181991720125
target_variable_horizon,测试,weighted_mean_last_4,LUFL,7,107.0,0.627910292035514,0.8361162849455085,0.13012357205456115
target_variable_horizon,测试,weighted_mean_last_4,LUFL,8,107.0,0.5968355296691588,0.8370882156738998,0.12387855828808851
target_variable_horizon,测试,weighted_mean_last_4,LUFL,9,107.0,0.6285850402018691,0.9001189385868977,0.1304023008262617
